#total nonbonded penalty
10 1.07377 1.07377 0
20 1.06293 1.06293 0
30 1.11033 1.11033 0
40 1.09834 1.09834 0
50 1.13567 1.13567 0
60 1.19162 1.19162 0
70 1.11659 1.11659 0
80 1.17299 1.17299 0
90 1.04365 1.04365 0
100 1.17258 1.17258 0
110 1.16743 1.16743 0
120 1.10041 1.10041 0
130 1.01238 1.01238 0
140 1.00381 1.00381 0
150 1.00224 1.00224 0
160 1.05045 1.05045 0
170 1.16274 1.16274 0
180 1.35028 1.35028 0
190 1.41728 1.41728 0
200 1.19898 1.19898 0
210 1.11743 1.11743 0
220 1.33963 1.33963 0
230 1.08846 1.08846 0
240 1.01638 1.01638 0
250 1.26248 1.26248 0
260 1.13654 1.13654 0
270 1.16664 1.16664 0
280 1.15583 1.15583 0
290 1.09793 1.09793 0
300 1.13144 1.13144 0
310 1.13737 1.13737 0
320 1.26405 1.26405 0
330 1.18554 1.18554 0
340 1.11846 1.11846 0
350 0.967261 0.967261 0
360 0.910897 0.910897 0
370 0.877526 0.877526 0
380 0.842489 0.842489 0
390 0.881231 0.881231 0
400 0.942002 0.942002 0
410 0.982663 0.982663 0
420 1.126 1.126 0
430 0.9984 0.9984 0
440 1.0231 1.0231 0
450 0.934747 0.934747 0
460 0.9543 0.9543 0
470 0.891308 0.891308 0
480 0.929389 0.929389 0
490 0.971923 0.971923 0
500 1.00242 1.00242 0
510 1.09364 1.09364 0
520 0.976966 0.976966 0
530 0.936308 0.936308 0
540 0.987119 0.987119 0
550 0.955276 0.955276 0
560 0.941246 0.941246 0
570 0.945575 0.945575 0
580 0.981811 0.981811 0
590 1.16869 1.16869 0
600 1.1724 1.1724 0
610 1.0986 1.0986 0
620 1.07022 1.07022 0
630 1.01915 1.01915 0
640 1.14045 1.14045 0
650 1.1312 1.1312 0
660 1.09226 1.09226 0
670 1.07781 1.07781 0
680 1.09783 1.09783 0
690 1.1696 1.1696 0
700 1.35583 1.35583 0
710 1.31614 1.31614 0
720 1.14475 1.14475 0
730 1.15327 1.15327 0
740 1.16411 1.16411 0
750 1.18996 1.18996 0
760 1.07358 1.07358 0
770 1.05909 1.05909 0
780 1.11143 1.11143 0
790 1.03379 1.03379 0
800 0.957106 0.957106 0
810 0.976768 0.976768 0
820 1.0389 1.0389 0
830 0.941457 0.941457 0
840 0.988881 0.988881 0
850 1.08135 1.08135 0
860 1.02065 1.02065 0
870 1.07607 1.07607 0
880 1.10963 1.10963 0
890 1.25428 1.25428 0
900 1.1762 1.1762 0
910 1.25819 1.25819 0
920 1.21313 1.21313 0
930 1.40311 1.40311 0
940 1.39682 1.39682 0
950 1.69322 1.69322 0
960 1.61833 1.61833 0
970 1.59102 1.59102 0
980 1.7694 1.7694 0
990 1.56227 1.56227 0
1000 1.55984 1.55984 0
1010 1.18657 1.18657 0
1020 1.14094 1.14094 0
1030 1.13995 1.13995 0
1040 1.14432 1.14432 0
1050 1.35882 1.35882 0
1060 1.68623 1.68623 0
1070 1.81479 1.81479 0
1080 2.04024 2.04024 0
1090 2.28657 2.28657 0
1100 2.46738 2.46738 0
1110 2.19101 2.19101 0
1120 2.52144 2.52144 0
1130 2.36982 2.36982 0
1140 2.14945 2.14945 0
1150 1.81955 1.81955 0
1160 1.46064 1.46064 0
1170 1.22539 1.22539 0
1180 1.33843 1.33843 0
1190 1.53666 1.53666 0
1200 1.52533 1.52533 0
1210 1.50387 1.50387 0
1220 1.34603 1.34603 0
1230 1.56791 1.56791 0
1240 1.45898 1.45898 0
1250 1.39473 1.39473 0
1260 1.29008 1.29008 0
1270 1.24604 1.24604 0
1280 1.17873 1.17873 0
1290 1.1804 1.1804 0
1300 1.32176 1.32176 0
1310 1.32356 1.32356 0
1320 1.35875 1.35875 0
1330 1.50591 1.50591 0
1340 1.69661 1.69661 0
1350 1.52307 1.52307 0
1360 1.54629 1.54629 0
1370 1.59591 1.59591 0
1380 1.83919 1.83919 0
1390 1.69203 1.69203 0
1400 1.61135 1.61135 0
1410 1.57138 1.57138 0
